epoch,accuracy,loss,val_accuracy,val_loss
0,0.22812971472740173,1.8947113752365112,0.21562500298023224,1.9282658100128174
1,0.23340874910354614,1.8780968189239502,0.24062499403953552,1.9276748895645142
2,0.229638010263443,1.8763773441314697,0.23906250298023224,1.9235069751739502
3,0.24057315289974213,1.8721706867218018,0.24531249701976776,1.9233694076538086
4,0.2322775274515152,1.871410608291626,0.24375000596046448,1.9216121435165405
5,0.22850678861141205,1.8691643476486206,0.21562500298023224,1.9172868728637695
6,0.23680241405963898,1.8712384700775146,0.2265625,1.9142177104949951
7,0.24358974397182465,1.863193392753601,0.22343750298023224,1.9137394428253174
8,0.24622926115989685,1.8654710054397583,0.23281249403953552,1.9085220098495483
9,0.24962292611598969,1.8636198043823242,0.22499999403953552,1.9020249843597412
10,0.26621419191360474,1.8593814373016357,0.22499999403953552,1.900254249572754
11,0.2760181128978729,1.8381500244140625,0.21562500298023224,1.8926417827606201
12,0.3027903437614441,1.805003046989441,0.26093751192092896,1.8550920486450195
13,0.31749624013900757,1.7773241996765137,0.23281249403953552,1.866257905960083
14,0.31485670804977417,1.7747302055358887,0.24531249701976776,1.845895528793335
15,0.32956260442733765,1.7494133710861206,0.2562499940395355,1.8447612524032593
16,0.3386123776435852,1.7323230504989624,0.33281248807907104,1.7977941036224365
17,0.35482653975486755,1.7217220067977905,0.2796874940395355,1.8339042663574219
18,0.3484162986278534,1.7205208539962769,0.27031248807907104,1.8175439834594727
19,0.3582202196121216,1.7017406225204468,0.3343749940395355,1.769765853881836
20,0.36538460850715637,1.6943707466125488,0.3140625059604645,1.7815964221954346
21,0.363499253988266,1.688884973526001,0.3046875,1.7970842123031616
22,0.3687782883644104,1.6739015579223633,0.3843750059604645,1.7486826181411743
23,0.37518852949142456,1.6622778177261353,0.41874998807907104,1.7237237691879272
24,0.36802414059638977,1.6629323959350586,0.3343749940395355,1.7577953338623047
25,0.3710407316684723,1.6646586656570435,0.3687500059604645,1.7343928813934326
26,0.3717948794364929,1.644668459892273,0.2984375059604645,1.8156118392944336
27,0.383861243724823,1.645705223083496,0.3343749940395355,1.7444343566894531
28,0.38046756386756897,1.6400829553604126,0.34687501192092896,1.7509071826934814
29,0.3932880759239197,1.6188353300094604,0.3203125,1.7762880325317383
30,0.39743590354919434,1.619127869606018,0.3578124940395355,1.7312335968017578
31,0.4015837013721466,1.603563666343689,0.37031251192092896,1.7341153621673584
32,0.4064856767654419,1.6049506664276123,0.3968749940395355,1.6753352880477905
33,0.40233784914016724,1.6054593324661255,0.40156251192092896,1.6836830377578735
34,0.4117647111415863,1.5904935598373413,0.38593751192092896,1.6901178359985352
35,0.4136500656604767,1.5758394002914429,0.34843748807907104,1.7387746572494507
36,0.40233784914016724,1.5858380794525146,0.34843748807907104,1.7518984079360962
37,0.42533937096595764,1.5655558109283447,0.3609375059604645,1.716657280921936
38,0.4268476665019989,1.554269552230835,0.3343749940395355,1.7899720668792725
39,0.4340120553970337,1.538175106048584,0.3890624940395355,1.6539430618286133
40,0.43325790762901306,1.5276018381118774,0.36250001192092896,1.7389816045761108
41,0.44042232632637024,1.518451452255249,0.3843750059604645,1.6993786096572876
42,0.45286574959754944,1.5008611679077148,0.34687501192092896,1.7270183563232422
43,0.4543740451335907,1.4839584827423096,0.37187498807907104,1.7403329610824585
44,0.45814478397369385,1.4740233421325684,0.40625,1.6311235427856445
45,0.46040722727775574,1.4651753902435303,0.421875,1.6525547504425049
46,0.47322773933410645,1.4570986032485962,0.3296875059604645,1.8546226024627686
47,0.4724735915660858,1.4472891092300415,0.39375001192092896,1.5540242195129395
48,0.4800150692462921,1.431761622428894,0.41874998807907104,1.5908873081207275
49,0.4823042154312134,1.4189810752868652,0.39375001192092896,1.6332616806030273
